"","CBSA","edu_hs_only","edu_ged_only","edu_bs","edu_ms","edu_prof","edu_phd","med_age_total","total_pop","med_income","one_bed_rent.x","two_bed_rent.x","three_bed_rent.x","four_bed_rent.x","five_bed_rent.x","priv_trans_all_qty","public_trans_qty","walked_qty","bike_cab_other_qty","work_from_home_qty","avg_time_to_work_all","priv_trans_all_time","priv_trans_alone_time","priv_trans_carpool_time","public_trans_time","walked_time","bike_cab_other_time","priv_trans_carpool_qty","TOTCNG","TOTADH","NONDCNG","NONDADH","TOTRATE","NONDRATE","Avg.Min.Temp","Avg.Max.Temp","cases","deaths","one_bed_avg","two_bed_avg","three_bed_avg","four_bed_avg","fiveplus_bed_avg","condo_avg","NAME","Avg_User","City, State","Year","Median AQI","CBSA_name.x","tot_emp_hc.x","loc_quotient_hc.x","tot_emp_rest.x","loc_quotient_rest.x","pop.x","pca_hc.x","rest_hc.x","one_bed_rent.y","two_bed_rent.y","three_bed_rent.y","four_bed_rent.y","five_bed_rent.y","CBSA_name.y","tot_emp_hc.y","loc_quotient_hc.y","tot_emp_rest.y","loc_quotient_rest.y","pop.y","pca_hc.y","rest_hc.y"
"1",10100,8100,1151,5579,1468,312,388,38.2,42430,53682,NA,NA,NA,NA,NA,18334,58,731,485,948,21559,20285,18334,1951,58,731,485,1951,94,31063,NA,NA,742.95444445,NA,36.495,56.355,809.692307692308,2.03846153846154,97101,124248,165229,201587,233202,212948,"Aberdeen, SD Micro Area",45,"Aberdeen, SD",2019,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",10140,13495,3466,5270,1899,261,344,43,71233,44521,NA,NA,NA,NA,NA,19984,380,508,458,1358,24580,23234,19984,3250,380,508,458,3250,105,21650,14,2226,297.3988889,30.57888889,42.83,54.53,576,10.8461538461538,159366,190977,212660,249994,368975,159745,"Aberdeen, WA Micro Area",244,"Aberdeen, WA",2019,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",10180,25336,8920,15804,5029,1139,810,33.9,168774,46473,667.878787878788,691.212121212121,903.333333333333,1210.60606060606,1546.06060606061,59949,570,1582,763,2667,71579,68664,59949,8715,570,1582,763,8715,296,104476,NA,NA,574.339629633333,NA,56.36,82.4866666666667,1381.17948717949,21.4615384615385,102140,74190,121043,141657,176644,118588,"Abilene, TX Metro Area",416,NA,NA,NA,"Abilene, TX",5120,"1.3",7210,"1.18",170009,0.030116052679564,0.030116052679564,667.878787878788,691.212121212121,903.333333333333,1210.60606060606,1546.06060606061,"Abilene, TX",5120,"1.3",7210,"1.18",170009,0.030116052679564,0.030116052679564
"4",10220,7087,1252,4166,1967,222,275,35.3,38213,44041,NA,NA,NA,NA,NA,15009,95,304,175,410,16808,16234,15009,1225,95,304,175,1225,103,21657,8,1350,577.6388889,36.00888889,54.05,78.29,539.769230769231,3.30769230769231,45594,71045,89421,95173,75121,NA,"Ada, OK Micro Area",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",10300,21545,3388,8828,3652,615,367,41.2,98673,49300,NA,NA,NA,NA,NA,35161,123,1086,369,1338,40953,39375,35161,4214,123,1086,369,4214,129,37108,16,3852,371.48,38.56,41.96,58.05,1658.30769230769,22,203448,202988,266360,332331,412686,225086,"Adrian, MI Micro Area",82,"Adrian, MI",2019,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",10420,143529,15563,91228,37820,8161,6241,40.2,703168,51749,588.732394366197,690.704225352113,880.422535211268,1114.22535211268,1196.05633802817,287226,5188,5932,1926,11315,323473,310427,287226,23201,5188,5932,1926,23201,622,299413,96,48115,373.445,54.61,43.33,59.19,3621.15384615385,162.153846153846,193703,256019,335310,472622,601061,306486,"Akron, OH Metro Area",5010,"Akron, OH",2019,43,"Akron, OH",22460,"1.1499999999999999",31310,"1.03",704454,0.0318828482768215,0.0318828482768215,588.732394366197,690.704225352113,880.422535211268,1114.22535211268,1196.05633802817,"Akron, OH",22460,"1.1499999999999999",31310,"1.03",704454,0.0318828482768215,0.0318828482768215
"7",10460,9586,2517,4084,2800,334,253,35.7,65333,41502,NA,NA,NA,NA,NA,18745,180,879,397,647,24148,22692,18745,3947,180,879,397,3947,94,25900,6,1359,405.98,21.3,50.54,71.97,1227.53846153846,13,NA,NA,NA,NA,NA,NA,"Alamogordo, NM Micro Area",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",10500,25070,5497,11033,5191,1507,805,36.3,154830,38674,609.722222222222,630.277777777778,742.222222222222,961.388888888889,1098.05555555556,48941,660,1144,461,2274,57885,55620,48941,6679,660,1144,461,6679,260,81294,NA,NA,466.71955556,NA,56.862,79.688,983.753846153846,56.4923076923077,62849,30789,85556,194113,234802,82919,"Albany, GA Metro Area",585,"Albany, GA",2019,40,"Albany, GA",4110,"1.18",5520,"1.02",153101,0.0268450238731295,0.0268450238731295,609.722222222222,630.277777777778,742.222222222222,961.388888888889,1098.05555555556,"Albany, GA",4110,"1.18",5520,"1.02",153101,0.0268450238731295,0.0268450238731295
"9",10540,20530,4504,10218,3428,758,508,39.5,119862,46782,847.391304347826,924.782608695652,1204.78260869565,1699.5652173913,2026.08695652174,38259,215,1281,1123,2522,45963,43344,38259,5085,215,1281,1123,5085,156,32118,18,4884,275.2788889,41.85888889,40.5,56.33,651.230769230769,13.6923076923077,124865,149876,202645,241484,290677,183418,"Albany, OR Metro Area",248,"Albany, OR",2019,28,"Albany, OR",1720,"0.64",4020,"0.97",122870,0.013998535037031,0.013998535037031,847.391304347826,924.782608695652,1204.78260869565,1699.5652173913,2026.08695652174,"Albany, OR",1720,"0.64",4020,"0.97",122870,0.013998535037031,0.013998535037031
"10",10580,140719,23186,118025,70114,13265,11602,39.9,879291,63758,786.423841059603,886.754966887417,1088.67549668874,1357.61589403974,1476.75496688742,344842,15068,15781,5035,17149,414895,379011,344842,34169,15068,15781,5035,34169,704,372819,66,19734,421.04533334,19.507777778,40.478,55.488,1387.90769230769,45.9384615384615,175016,192971,232159,273562,313117,199798,"Albany-Schenectady-Troy, NY Metro Area",15965,"Albany-Schenectady-Troy, NY",2019,37,"Albany-Schenectady-Troy, NY",28870,"1.08",35520,"0.85",880481,0.0327888960693076,0.0327888960693076,786.423841059603,886.754966887417,1088.67549668874,1357.61589403974,1476.75496688742,"Albany-Schenectady-Troy, NY",28870,"1.08",35520,"0.85",880481,0.0327888960693076,0.0327888960693076
"11",10620,11704,2466,4824,1487,236,187,42.1,60610,44140,NA,NA,NA,NA,NA,21984,41,390,245,772,25432,24756,21984,2772,41,390,245,2772,150,40447,13,2505,667.61,41.35,52.71,73.65,2212.92307692308,56.5384615384615,103443,108534,167571,233837,303581,NA,"Albemarle, NC Micro Area",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",10660,7018,881,2636,729,223,77,44.4,30751,48827,NA,NA,NA,NA,NA,12020,147,346,349,415,14459,13617,12020,1597,147,346,349,1597,62,26382,2,220,844.09,7.04,37.52,56.2,583.846153846154,4,110064,126324,166715,193833,234359,143510,"Albert Lea, MN Micro Area",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",10700,16145,4065,6877,2765,546,310,38.8,94534,39831,NA,NA,NA,NA,NA,31232,113,438,200,1030,36519,35768,31232,4536,113,438,200,4536,216,60942,4,487,655.1588889,5.24,52.38,72.07,4121.53846153846,45.4615384615385,81455,88367,117135,154019,196612,143108,"Albertville, AL Micro Area",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",10740,124183,26374,105041,57788,11843,12765,37.4,904486,49711,638.505747126437,787.931034482759,962.873563218391,1378.04597701149,1651.14942528736,321984,7023,7019,9575,18192,382252,358635,321984,36651,7023,7019,9575,36651,623,408086,72,37379,440.194166675,26.791944445,45.145,65.3825,2484.15384615385,57.2307692307692,179463,207485,248032,312570,405932,182934,"Albuquerque, NM Metro Area",6587,"Albuquerque, NM",2019,53,"Albuquerque, NM",25340,"1.0900000000000001",38880,"1.08",910012,0.0278457866489673,0.0278457866489673,638.505747126437,787.931034482759,962.873563218391,1378.04597701149,1651.14942528736,"Albuquerque, NM",25340,"1.0900000000000001",38880,"1.08",910012,0.0278457866489673,0.0278457866489673
"15",10760,8203,1998,3372,1189,326,119,43,40958,39395,NA,NA,NA,NA,NA,12719,21,84,113,471,14433,14215,12719,1496,21,84,113,1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175178,127376,136566,290697,411050,242372,"Alexander City, AL Micro Area",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",10780,31205,8130,12065,4524,1278,831,37.4,154745,41836,535.121951219512,643.90243902439,810.243902439024,1071.9512195122,1184.39024390244,48763,897,1172,1366,1154,58545,55110,48763,6347,897,1172,1366,6347,315,103263,19,9040,579.50944445,34.569444445,56.295,82.585,2458.57692307692,90.2307692307692,91432,97493,136810,158997,199184,NA,"Alexandria, LA Metro Area",808,"Alexandria, LA",2019,30,"Alexandria, LA",5260,"1.48",4840,"0.87",153894,0.0341793702158629,0.0341793702158629,535.121951219512,643.90243902439,810.243902439024,1071.9512195122,1184.39024390244,"Alexandria, LA",5260,"1.48",4840,"0.87",153894,0.0341793702158629,0.0341793702158629
"17",10820,7266,562,4839,1166,345,227,44.4,36862,56347,NA,NA,NA,NA,NA,15636,83,373,191,1280,17505,16858,15636,1222,83,373,191,1222,64,25307,3,525,702.7988889,14.58,34.67,53.45,491,3,239296,231730,280548,348488,441076,302377,"Alexandria, MN Micro Area",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",10860,8004,1308,2095,456,104,104,34.2,41486,43321,NA,NA,NA,NA,NA,13519,0,225,157,390,15725,15343,13519,1824,0,225,157,1824,53,26717,6,589,654.22,14.42,62.87,87.59,1549.53846153846,40.5384615384615,NA,NA,NA,NA,NA,NA,"Alice, TX Micro Area",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",10900,179455,21688,100251,43627,8358,6676,42.05,830737,65994.5,839.196428571429,953.214285714286,1205.35714285714,1547.58928571429,1669.375,321852,7448,10240,5361,15754,189128,355207,321852,33355,7448,10240,5361,33355,745,411322,66,15947,479.65694445,16.069444445,44.53,59.815,3175.88461538462,216.307692307692,120095,134093,172600,226531,293100,178963,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",7135,"Allentown-Bethlehem-Easton, PA-NJ",2019,42,"Allentown-Bethlehem-Easton, PA-NJ",25820,"1.2",31860,"0.95",834615,0.0309364197863686,0.0309364197863686,839.196428571429,953.214285714286,1205.35714285714,1547.58928571429,1669.375,"Allentown-Bethlehem-Easton, PA-NJ",25820,"1.2",31860,"0.95",834615,0.0309364197863686,0.0309364197863686
"20",10940,9404,2271,2488,1201,143,196,39.2,41676,42145,NA,NA,NA,NA,NA,12464,18,597,148,964,14596,13833,12464,1369,18,597,148,1369,79,13269,3,522,312.3888889,12.28888889,39.91,56.2,348.230769230769,15.9230769230769,76850,92299,133830,153711,170413,138885,"Alma, MI Micro Area",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",10980,6151,945,2157,1058,244,89,47.3,28929,39832,NA,NA,NA,NA,NA,10089,75,227,160,465,11743,11281,10089,1192,75,227,160,1192,48,15892,3,500,536.9288889,16.89,41.76,51.85,146.615384615385,14,76474,87751,117380,146996,173286,135829,"Alpena, MI Micro Area",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",11020,38678,4069,11672,4181,921,575,43.1,125917,44033,593.75,657.5,813.75,1029.58333333333,1125,46063,350,2050,755,1375,54364,51209,46063,5146,350,2050,755,5146,222,66633,23,4792,524.2988889,37.71,43.06,58.77,870.307692307692,21.2307692307692,42913,58935,67737,96695,106583,NA,"Altoona, PA Metro Area",663,"Altoona, PA",2019,41,"Altoona, PA",4970,"1.44",5600,"1.04",123842,0.0401317808174933,0.0401317808174933,593.75,657.5,813.75,1029.58333333333,1125,"Altoona, PA",4970,"1.44",5600,"1.04",123842,0.0401317808174933,0.0401317808174933
"23",11060,3586,795,2092,1077,109,118,34.3,25864,44331,NA,NA,NA,NA,NA,9353,15,324,127,215,11426,10960,9353,1607,15,324,127,1607,58,14706,6,992,556.08,37.50888889,53.53,80.86,919.076923076923,10.3076923076923,121927,119838,159324,217354,282158,165649,"Altus, OK Micro Area",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",11100,32333,10190,25993,9006,1863,1486,34.5,260495,51672,636.428571428571,713.333333333333,918.333333333333,1240.2380952381,1422.85714285714,100551,804,1909,1243,3087,120006,116050,100551,15499,804,1909,1243,15499,308,171816,57,32050,707.11955556,82.7053333338,49.93,75.81,2075.90769230769,25.9076923076923,315520,220439,252563,334285,413882,199462,"Amarillo, TX Metro Area",539,"Amarillo, TX",2019,44,"Amarillo, TX",7540,"1.1000000000000001",11070,"1.04",263412,0.0286243603176773,0.0286243603176773,636.428571428571,713.333333333333,918.333333333333,1240.2380952381,1422.85714285714,"Amarillo, TX",7540,"1.1000000000000001",11070,"1.04",263412,0.0286243603176773,0.0286243603176773
"25",11140,5884,1291,2160,1331,491,366,35.5,36159,35153,NA,NA,NA,NA,NA,10590,11,416,82,342,12843,12334,10590,1744,11,416,82,1744,73,19467,NA,NA,490.325,NA,56.33,78.425,526.423076923077,33.3076923076923,105997,98371,131729,195980,256479,136378,"Americus, GA Micro Area",7,"Americus, GA",2019,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",11180,7995,980,13631,6650,998,3158,25.8,94834,51201,698.846153846154,716.923076923077,868.076923076923,1216.15384615385,1407.30769230769,36028,2837,3719,1393,2351,47496,39547,36028,3519,2837,3719,1393,3519,111,43961,6,5757,490.9488889,64.29,40.81,60.63,3686.07692307692,17,136597,150710,177668,211792,268795,160269,"Ames, IA Metro Area",3278,NA,NA,NA,"Ames, IA",2230,"0.84",4720,"1.1399999999999999",96922,0.023008192154516,0.023008192154516,698.846153846154,716.923076923077,868.076923076923,1216.15384615385,1407.30769230769,"Ames, IA",2230,"0.84",4720,"1.1399999999999999",96922,0.023008192154516,0.023008192154516
"27",11220,10880,1756,3323,1697,314,133,41.3,49667,44455,NA,NA,NA,NA,NA,16768,277,885,459,737,20403,18782,16768,2014,277,885,459,2014,73,21942,5,1056,436.93,21.03,41.01,55.96,244.538461538462,9,137956,165122,227983,306515,385765,200499,"Amsterdam, NY Micro Area",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",11260,53471,12366,50111,20096,5584,2786,33.3,398000,79225,867.045454545455,918.409090909091,1205.68181818182,1729.54545454545,2092.95454545455,148328,3274,5910,8852,8575,190364,172328,148328,24000,3274,5910,8852,24000,442,129460,79,24414,325.8988889,69.2,NA,NA,3106,20.0769230769231,NA,NA,NA,NA,NA,NA,"Anchorage, AK Metro Area",2759,"Anchorage, AK",2019,31,"Anchorage, AK",11140,"1.08",16720,"1.04",399576,0.027879552325465,0.027879552325465,867.045454545455,918.409090909091,1205.68181818182,1729.54545454545,2092.95454545455,"Anchorage, AK",11140,"1.08",16720,"1.04",399576,0.027879552325465,0.027879552325465
"29",11380,2960,675,754,228,20,83,31.2,17215,70121,NA,NA,NA,NA,NA,6113,0,0,85,168,7681,7596,6113,1483,0,0,85,1483,29,8793,2,313,594.6788889,21.17,52.98,80.85,496.384615384615,10,NA,NA,NA,NA,NA,NA,"Andrews, TX Micro Area",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",11420,7744,1108,3027,1234,206,179,42.1,34279,50418,NA,NA,NA,NA,NA,13413,36,407,273,558,15730,15014,13413,1601,36,407,273,1601,53,11509,6,586,336.67,17.14,41.83,58.26,489.230769230769,8.76923076923077,88620,102975,129617,159663,180711,167538,"Angola, IN Micro Area",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",11460,29286,5169,55999,39394,9644,12907,33.4,358082,62484,950.625,981.875,1205.3125,1536.5625,1815.9375,127252,9004,11052,4349,10402,165607,141202,127252,13950,9004,11052,4349,13950,273,113196,19,5418,328.3,15.71,41.15,57.02,4647.76923076923,126,203448,202988,266360,332331,412686,225086,"Ann Arbor, MI Metro Area",9532,"Ann Arbor, MI",2019,40,"Ann Arbor, MI",23870,"1.8",19130,"0.93",365961,0.0652255294963125,0.0652255294963125,950.625,981.875,1205.3125,1536.5625,1815.9375,"Ann Arbor, MI",23870,"1.8",19130,"0.93",365961,0.0652255294963125,0.0652255294963125
"32",11500,20167,5061,8247,4138,860,641,39.1,115883,41954,496.470588235294,557.647058823529,731.764705882353,955.294117647059,1109.41176470588,38921,102,632,522,1201,44596,43340,38921,4419,102,632,522,4419,281,84615,30,9712,713.62,81.90888889,53.07,74.33,3823.69230769231,49.3076923076923,48538,78214,112529,175046,237157,135049,"Anniston-Oxford-Jacksonville, AL Metro Area",152,NA,NA,NA,"Anniston-Oxford-Jacksonville, AL",2800,"1.08",4920,"1.22",115098,0.0243270951710716,0.0243270951710716,496.470588235294,557.647058823529,731.764705882353,955.294117647059,1109.41176470588,"Anniston-Oxford-Jacksonville, AL",2800,"1.08",4920,"1.22",115098,0.0243270951710716,0.0243270951710716
"33",11540,47746,3945,31571,9040,1786,947,38.2,231452,61840,581.538461538462,616.923076923077,795.641025641026,1100.51282051282,1135.38461538462,105514,750,2377,1742,4391,118459,113590,105514,8076,750,2377,1742,8076,170,151832,14,2685,596.46944445,8.5194444445,38.495,55.31,4275.80769230769,22.9615384615385,NA,NA,NA,NA,NA,NA,"Appleton, WI Metro Area",667,"Appleton, WI",2019,37,"Appleton, WI",5860,"0.81",10400,"0.92",234561,0.0249828402846168,0.0249828402846168,581.538461538462,616.923076923077,795.641025641026,1100.51282051282,1135.38461538462,"Appleton, WI",5860,"0.81",10400,"0.92",234561,0.0249828402846168,0.0249828402846168
"34",11580,8138,1810,1705,564,128,58,40.2,35134,35513,NA,NA,NA,NA,NA,8591,769,284,218,431,11912,10641,8591,2050,769,284,218,2050,57,14282,4,550,409.67,15.77888889,63.64,85.19,1598.15384615385,27,175759,134087,177651,232143,288595,189250,"Arcadia, FL Micro Area",517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",11620,10600,1635,4056,1601,387,225,38.2,48530,46913,NA,NA,NA,NA,NA,17022,113,329,165,644,19856,19249,17022,2227,113,329,165,2227,125,32137,15,2215,675.7588889,46.57888889,54.29,80.12,651.538461538462,9,63173,59873,88373,136415,154189,89276,"Ardmore, OK Micro Area",56,"Ardmore, OK",2019,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",11660,3428,628,2010,928,96,214,33.6,22684,35595,NA,NA,NA,NA,NA,7859,43,381,41,391,9517,9052,7859,1193,43,381,41,1193,84,15623,2,238,679.4088889,10.34888889,54.97,79.64,416.230769230769,4.38461538461539,165917,163047,199590,253663,347935,210953,"Arkadelphia, AR Micro Area",86,"Arkadelphia, AR",2019,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",11680,5583,1527,3136,1129,215,56,38,35977,44960,NA,NA,NA,NA,NA,12342,0,350,245,576,14850,14255,12342,1913,0,350,245,1913,83,17509,8,723,482.1988889,19.91,48.82,72.99,440.384615384615,8.61538461538461,NA,NA,NA,NA,NA,NA,"Arkansas City-Winfield, KS Micro Area",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",11700,67852,15272,65063,28921,6224,4626,43.8,441724,46443,1000.74626865672,1021.19402985075,1194.02985074627,1625.82089552239,2064.17910447761,158938,1059,4312,1996,13147,184113,176746,158938,17808,1059,4312,1996,17808,765,230779,56,14912,587.189722225,26.5197222225,46.4925,63.3575,1621.5,50.0961538461538,197932,253103,328663,442282,552141,294664,"Asheville, NC Metro Area",947,"Asheville, NC",2019,44,"Asheville, NC",17370,"1.48",25660,"1.41",449937,0.0386054047566659,0.0386054047566659,1000.74626865672,1021.19402985075,1194.02985074627,1625.82089552239,2064.17910447761,"Asheville, NC",17370,"1.48",25660,"1.41",449937,0.0386054047566659,0.0386054047566659
"39",11740,13489,1701,4447,1814,196,462,40,53343,48509,NA,NA,NA,NA,NA,20145,55,969,220,755,23017,21773,20145,1628,55,969,220,1628,110,23221,13,3119,436.99,58.7,43.5,59.34,332.153846153846,5,171905,155272,233289,283877,326911,136892,"Ashland, OH Micro Area",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",11780,26671,3834,5866,2541,329,290,42.2,99175,41158,NA,NA,NA,NA,NA,33454,244,712,620,1148,38537,36961,33454,3507,244,712,620,3507,160,36683,12,1332,361.42,13.11888889,43.83,57.99,684.615384615385,48,79466,101413,131890,153748,169488,123945,"Ashtabula, OH Micro Area",212,"Ashtabula, OH",2019,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",11820,5792,1150,3990,1889,363,288,43.7,37660,47492,NA,NA,NA,NA,NA,12209,140,1139,470,1004,15792,14043,12209,1834,140,1139,470,1834,56,10202,6,1658,275.4388889,44.75888889,41.79,54.77,230.153846153846,0,172192,170545,202391,251305,297310,197260,"Astoria, OR Micro Area",243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",11860,3716,544,1336,497,41,171,36.6,16557,46103,NA,NA,NA,NA,NA,5574,5,624,64,470,7023,6330,5574,756,5,624,64,756,34,9130,4,470,539.47,27.76888889,45.82,67.48,404.538461538462,3.92307692307692,57954,70371,86020,107890,167685,NA,"Atchison, KS Micro Area",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",11900,10668,1040,4949,3510,395,1526,28.2,65103,34221,NA,NA,NA,NA,NA,18443,179,3924,572,1197,25285,20610,18443,2167,179,3924,572,2167,97,13103,11,1803,202.34,27.84,46.7,63.9,973.923076923077,2,113478,120192,153223,189530,253568,222157,"Athens, OH Micro Area",213,"Athens, OH",2019,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",11940,12903,3133,3260,1239,282,233,42.9,52606,38661,NA,NA,NA,NA,NA,16996,79,187,94,734,19398,19038,16996,2042,79,187,94,2042,144,39071,9,1370,747.5388889,26.21,52.51,71.04,1308.69230769231,29.8461538461538,46352,81424,115481,138030,149153,149916,"Athens, TN Micro Area",53,"Athens, TN",2019,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",11980,14814,3856,6621,2624,276,148,43.7,79213,43434,NA,NA,NA,NA,NA,24120,34,394,240,1058,29066,28398,24120,4278,34,394,240,4278,158,40050,16,2840,509.98,36.15888889,55.86,83.68,1074.61538461538,25,112103,124467,170415,241106,313329,231415,"Athens, TX Micro Area",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",12020,25606,4949,21402,12769,3199,5049,31.4,200213,40955,671.515151515152,703.939393939394,820.606060606061,1104.54545454545,1300.90909090909,70126,2369,2378,1742,3218,85574,79085,70126,8959,2369,2378,1742,8959,224,76233,25,4425,387.1975,19.1047222225,54.1625,75.1075,1807.98076923077,23.1346153846154,119538,145517,178629,227104,292678,193243,"Athens-Clarke County, GA Metro Area",2858,"Athens-Clarke County, GA",2019,44,"Athens-Clarke County, GA",6590,"1.27",11230,"1.39",205303,0.0320988977267746,0.0320988977267746,671.515151515152,703.939393939394,820.606060606061,1104.54545454545,1300.90909090909,"Athens-Clarke County, GA",6590,"1.27",11230,"1.39",205303,0.0320988977267746,0.0320988977267746
"47",12060,752647,136995,846884,352595,84605,52240,35.9,5612777,59183,960.086206896552,983.275862068965,1128.64942528736,1429.22413793103,1742.01149425287,2037421,78928,36035,39310,164220,2451515,2297242,2037421,259821,78928,36035,39310,259821,4529,2629156,678,362650,460.3164751,51.7190421461724,53.7986206896552,74.2627586206897,5321.32891246684,105.877984084881,124027,124028,172426,198236,230262,163084,"Atlanta-Sandy Springs-Roswell, GA Metro Area",84844,"Atlanta-Sandy Springs-Roswell, GA",2019,52,"Atlanta-Sandy Springs-Roswell, GA",135670,"0.84",249650,"0.99",5779463,0.0234744992744136,0.0234744992744136,960.086206896552,983.275862068965,1128.64942528736,1429.22413793103,1742.01149425287,"Atlanta-Sandy Springs-Roswell, GA",135670,"0.84",249650,"0.99",5779463,0.0234744992744136,0.0234744992744136
"48",12100,55907,6168,33037,10859,3174,1416,40.8,274026,55456,1002.5,1174.16666666667,1485.83333333333,2011.38888888889,2250,95705,8400,4524,3430,2942,121572,105218,95705,9513,8400,4524,3430,9513,231,117189,32,7570,426.8388889,27.57,48.34,63.83,4423.92307692308,259.846153846154,157170,183762,224887,285238,418948,175843,"Atlantic City-Hammonton, NJ Metro Area",7720,"Atlantic City-Hammonton, NJ",2019,37,"Atlantic City-Hammonton, NJ",8390,"1.08",20880,"1.72",268539,0.0312431341443887,0.0312431341443887,1002.5,1174.16666666667,1485.83333333333,2011.38888888889,2250,"Atlantic City-Hammonton, NJ",8390,"1.08",20880,"1.72",268539,0.0312431341443887,0.0312431341443887
"49",12120,8514,2675,1901,759,259,76,39.9,37875,32334,NA,NA,NA,NA,NA,10716,39,124,55,109,11628,11410,10716,694,39,124,55,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atmore, AL Micro Area",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
